ticket,opening_time_utc,closing_time_utc,type,lots,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usc,swap_usc,profit_usc,equity_usc,margin_level,close_reason
616977810,2025-12-08T08:45:00,2025-12-08T08:48:48,buy,0.05,XAUUSDc,4209.175,4210.049,0,0,0,0,4.37,,,user
616981445,2025-12-08T08:47:46,2025-12-08T08:48:48,sell,0.07,XAUUSDc,4210.99,4210.209,0,0,0,0,5.47,,,user
616977351,2025-12-08T08:44:54,2025-12-08T08:44:56,buy,0.05,XAUUSDc,4208.646,4209.1,0,0,0,0,2.27,,,user
616948384,2025-12-08T08:39:06,2025-12-08T08:44:51,sell,0.05,XAUUSDc,4208.238,4208.559,0,0,0,0,-1.61,,,user
616948266,2025-12-08T08:39:08,2025-12-08T08:44:51,buy,0.05,XAUUSDc,4208.571,4208.399,0,0,0,0,-0.86,,,user
616965126,2025-12-08T08:43:05,2025-12-08T08:44:51,sell,0.07,XAUUSDc,4208.855,4208.59,0,0,0,0,1.86,,,user
616970826,2025-12-08T08:44:23,2025-12-08T08:44:50,sell,0.1,XAUUSDc,4209.401,4208.59,0,0,0,0,8.11,,,user
616825052,2025-12-08T08:25:16,2025-12-08T08:39:02,sell,0.05,XAUUSDc,4212.55,4208.677,0,0,0,0,19.36,,,user
616822789,2025-12-08T08:25:21,2025-12-08T08:39:02,buy,0.05,XAUUSDc,4213.096,4208.517,0,0,0,0,-22.89,,,user
616833842,2025-12-08T08:27:21,2025-12-08T08:39:02,buy,0.07,XAUUSDc,4211.401,4208.639,0,0,0,0,-19.34,,,user
616859767,2025-12-08T08:29:27,2025-12-08T08:39:02,buy,0.1,XAUUSDc,4210.777,4208.639,0,0,0,0,-21.38,,,user
616865455,2025-12-08T08:30:16,2025-12-08T08:39:01,buy,0.13,XAUUSDc,4209.5019999999995,4208.639,0,0,0,0,-11.22,,,user
616881960,2025-12-08T08:31:49,2025-12-08T08:39:01,buy,0.16,XAUUSDc,4207.233,4208.639,0,0,0,0,22.49,,,user
616918287,2025-12-08T08:35:40,2025-12-08T08:39:01,buy,0.2,XAUUSDc,4206.246,4208.769,0,0,0,0,50.46,,,user
616765194,2025-12-08T08:14:06,2025-12-08T08:25:05,buy,0.05,XAUUSDc,4211.046,4213.423,0,0,0,0,11.89,,,user
616765379,2025-12-08T08:14:07,2025-12-08T08:25:05,sell,0.05,XAUUSDc,4210.503,4213.583,0,0,0,0,-15.4,,,user
616769266,2025-12-08T08:15:22,2025-12-08T08:25:05,sell,0.07,XAUUSDc,4211.277,4213.583,0,0,0,0,-16.14,,,user
616781952,2025-12-08T08:20:37,2025-12-08T08:25:05,sell,0.1,XAUUSDc,4213.12,4213.583,0,0,0,0,-4.63,,,user
616799120,2025-12-08T08:22:53,2025-12-08T08:25:05,sell,0.13,XAUUSDc,4215.955,4213.583,0,0,0,0,30.84,,,user
616752350,2025-12-08T08:10:41,2025-12-08T08:14:04,buy,0.05,XAUUSDc,4211.611,4210.734,0,0,0,0,-4.39,,,user
616752410,2025-12-08T08:10:44,2025-12-08T08:14:04,sell,0.05,XAUUSDc,4211.351,4210.894,0,0,0,0,2.29,,,user
616760187,2025-12-08T08:13:08,2025-12-08T08:14:04,sell,0.07,XAUUSDc,4211.994,4210.776,0,0,0,0,8.53,,,user
616734367,2025-12-08T08:07:33,2025-12-08T08:10:39,buy,0.05,XAUUSDc,4210.355,4211.162,0,0,0,0,4.03,,,user
616736451,2025-12-08T08:07:36,2025-12-08T08:10:39,sell,0.05,XAUUSDc,4210.14,4211.322,0,0,0,0,-5.91,,,user
616742850,2025-12-08T08:09:56,2025-12-08T08:10:39,sell,0.07,XAUUSDc,4211.088,4211.322,0,0,0,0,-1.63,,,user
616748184,2025-12-08T08:10:33,2025-12-08T08:10:38,sell,0.1,XAUUSDc,4212.073,4211.322,0,0,0,0,7.51,,,user
616682467,2025-12-08T08:02:35,2025-12-08T08:07:28,buy,0.05,XAUUSDc,4206.906,4210.367,0,0,0,0,17.31,,,user
616682515,2025-12-08T08:02:40,2025-12-08T08:07:28,sell,0.05,XAUUSDc,4206.592,4210.527,0,0,0,0,-19.68,,,user
616687501,2025-12-08T08:03:47,2025-12-08T08:07:28,sell,0.07,XAUUSDc,4207.954,4210.527,0,0,0,0,-18.01,,,user
616697064,2025-12-08T08:05:11,2025-12-08T08:07:28,sell,0.1,XAUUSDc,4210.704,4210.527,0,0,0,0,1.77,,,user
616719534,2025-12-08T08:06:05,2025-12-08T08:07:28,sell,0.13,XAUUSDc,4211.209,4210.533,0,0,0,0,8.79,,,user
616726899,2025-12-08T08:06:58,2025-12-08T08:07:27,sell,0.16,XAUUSDc,4211.821,4210.561,0,0,0,0,20.16,,,user
616637677,2025-12-08T07:56:26,2025-12-08T08:02:33,buy,0.05,XAUUSDc,4209.361,4206.477,0,0,0,0,-14.42,,,user
616637648,2025-12-08T07:56:29,2025-12-08T08:02:33,sell,0.05,XAUUSDc,4209.138,4206.637,0,0,0,0,12.5,,,user
616640309,2025-12-08T07:58:11,2025-12-08T08:02:33,buy,0.07,XAUUSDc,4208.261,4206.477,0,0,0,0,-12.49,,,user
616645051,2025-12-08T07:58:34,2025-12-08T08:02:33,buy,0.1,XAUUSDc,4207.467,4206.477,0,0,0,0,-9.9,,,user
616656807,2025-12-08T08:01:02,2025-12-08T08:02:33,buy,0.13,XAUUSDc,4203.924,4206.477,0,0,0,0,33.19,,,user
616628970,2025-12-08T07:54:48,2025-12-08T07:56:22,sell,0.05,XAUUSDc,4209.278,4209.107,0,0,0,0,0.85,,,user
616628939,2025-12-08T07:54:56,2025-12-08T07:56:22,buy,0.05,XAUUSDc,4209.324,4208.947,0,0,0,0,-1.88,,,user
616631578,2025-12-08T07:55:27,2025-12-08T07:56:22,buy,0.07,XAUUSDc,4208.523,4209.049,0,0,0,0,3.68,,,user
616525594,2025-12-08T07:41:22,2025-12-08T07:54:45,buy,0.05,XAUUSDc,4213.101,4209.378,0,0,0,0,-18.62,,,user
616526858,2025-12-08T07:41:33,2025-12-08T07:54:45,sell,0.05,XAUUSDc,4212.665,4209.576,0,0,0,0,15.45,,,user
616532311,2025-12-08T07:42:45,2025-12-08T07:54:45,buy,0.07,XAUUSDc,4212.459,4209.416,0,0,0,0,-21.3,,,user
616539738,2025-12-08T07:44:07,2025-12-08T07:54:45,buy,0.1,XAUUSDc,4211.764,4209.416,0,0,0,0,-23.48,,,user
616555592,2025-12-08T07:45:36,2025-12-08T07:54:45,buy,0.13,XAUUSDc,4211.04,4209.416,0,0,0,0,-21.11,,,user
616561070,2025-12-08T07:46:35,2025-12-08T07:54:45,buy,0.16,XAUUSDc,4209.487,4209.416,0,0,0,0,-1.13,,,user
616575007,2025-12-08T07:47:30,2025-12-08T07:54:44,buy,0.2,XAUUSDc,4208.207,4209.416,0,0,0,0,24.18,,,user
616609753,2025-12-08T07:51:34,2025-12-08T07:54:44,buy,0.25,XAUUSDc,4207.546,4209.416,0,0,0,0,46.75,,,user
616499187,2025-12-08T07:38:26,2025-12-08T07:41:21,buy,0.05,XAUUSDc,4214.21,4212.702,0,0,0,0,-7.54,,,user
616499474,2025-12-08T07:38:32,2025-12-08T07:41:21,sell,0.05,XAUUSDc,4213.95,4212.862,0,0,0,0,5.44,,,user
616502151,2025-12-08T07:39:09,2025-12-08T07:41:21,buy,0.07,XAUUSDc,4212.663,4212.702,0,0,0,0,0.27,,,user
616518869,2025-12-08T07:40:29,2025-12-08T07:41:20,buy,0.1,XAUUSDc,4211.729,4212.702,0,0,0,0,9.73,,,user
616496736,2025-12-08T07:38:17,2025-12-08T07:38:18,sell,0.05,XAUUSDc,4214.173,4213.907,0,0,0,0,1.33,,,user
616469748,2025-12-08T07:31:09,2025-12-08T07:38:10,buy,0.05,XAUUSDc,4215.113,4214.398,0,0,0,0,-3.58,,,user
616469859,2025-12-08T07:31:12,2025-12-08T07:38:10,sell,0.05,XAUUSDc,4214.656,4214.558,0,0,0,0,0.49,,,user
616476898,2025-12-08T07:33:17,2025-12-08T07:38:10,sell,0.07,XAUUSDc,4215.406,4214.558,0,0,0,0,5.93,,,user
616459711,2025-12-08T07:29:34,2025-12-08T07:31:04,sell,0.05,XAUUSDc,4214.05,4215.152,0,0,0,0,-5.51,,,user
616461582,2025-12-08T07:29:51,2025-12-08T07:31:04,buy,0.05,XAUUSDc,4214.536,4214.896,0,0,0,0,1.8,,,user
616465418,2025-12-08T07:30:33,2025-12-08T07:31:04,buy,0.07,XAUUSDc,4213.918,4214.896,0,0,0,0,6.84,,,user
616428084,2025-12-08T07:21:07,2025-12-08T07:29:30,buy,0.05,XAUUSDc,4214.179,4214.578,0,0,0,0,1.99,,,user
616428176,2025-12-08T07:21:09,2025-12-08T07:29:30,sell,0.05,XAUUSDc,4213.93,4214.794,0,0,0,0,-4.32,,,user
616448992,2025-12-08T07:28:34,2025-12-08T07:29:30,sell,0.07,XAUUSDc,4215.466,4214.749,0,0,0,0,5.02,,,user
616416001,2025-12-08T07:18:31,2025-12-08T07:21:05,buy,0.05,XAUUSDc,4214.349,4213.919,0,0,0,0,-2.15,,,user
616416591,2025-12-08T07:18:38,2025-12-08T07:21:05,sell,0.05,XAUUSDc,4214.071,4214.134,0,0,0,0,-0.31,,,user
616422964,2025-12-08T07:20:41,2025-12-08T07:21:04,sell,0.07,XAUUSDc,4214.897,4214.251,0,0,0,0,4.52,,,user
616397925,2025-12-08T07:14:16,2025-12-08T07:18:25,buy,0.05,XAUUSDc,4215.271,4214.5,0,0,0,0,-3.86,,,user
616398061,2025-12-08T07:14:20,2025-12-08T07:18:25,sell,0.05,XAUUSDc,4215.149,4214.66,0,0,0,0,2.45,,,user
616410408,2025-12-08T07:17:33,2025-12-08T07:18:25,buy,0.07,XAUUSDc,4213.822,4214.5,0,0,0,0,4.75,,,user
616397396,2025-12-08T07:14:08,2025-12-08T07:14:08,buy,0.05,XAUUSDc,4214.805,4215.086,0,0,0,0,1.4,,,user
616367495,2025-12-08T07:08:35,2025-12-08T07:14:05,sell,0.05,XAUUSDc,4214.731,4214.705,0,0,0,0,0.13,,,user
616367516,2025-12-08T07:08:40,2025-12-08T07:14:05,buy,0.05,XAUUSDc,4214.672,4214.545,0,0,0,0,-0.63,,,user
616376410,2025-12-08T07:10:02,2025-12-08T07:14:05,sell,0.07,XAUUSDc,4215.443,4214.903,0,0,0,0,3.78,,,user
616324066,2025-12-08T07:01:15,2025-12-08T07:08:29,buy,0.05,XAUUSDc,4216.638,4214.717,0,0,0,0,-9.6,,,user
616323921,2025-12-08T07:01:21,2025-12-08T07:08:29,sell,0.05,XAUUSDc,4216.206,4214.831,0,0,0,0,6.87,,,user
616333389,2025-12-08T07:03:24,2025-12-08T07:08:29,buy,0.07,XAUUSDc,4215.716,4214.717,0,0,0,0,-6.99,,,user
616348716,2025-12-08T07:07:02,2025-12-08T07:08:29,buy,0.1,XAUUSDc,4213.317,4214.717,0,0,0,0,14,,,user
616291546,2025-12-08T06:52:18,2025-12-08T07:01:13,buy,0.05,XAUUSDc,4217.111,4215.928,0,0,0,0,-5.92,,,user
616292031,2025-12-08T06:52:20,2025-12-08T07:01:13,sell,0.05,XAUUSDc,4216.913,4216.312,0,0,0,0,3.01,,,user
616314411,2025-12-08T07:00:58,2025-12-08T07:01:13,buy,0.07,XAUUSDc,4215.51,4216.152,0,0,0,0,4.49,,,user
616264646,2025-12-08T06:43:43,2025-12-08T06:52:07,buy,0.05,XAUUSDc,4217.088,4216.4710000000005,0,0,0,0,-3.08,,,user
616264548,2025-12-08T06:43:52,2025-12-08T06:52:07,sell,0.05,XAUUSDc,4217.017,4216.7,0,0,0,0,1.59,,,user
616283428,2025-12-08T06:51:36,2025-12-08T06:52:07,buy,0.07,XAUUSDc,4215.928,4216.4710000000005,0,0,0,0,3.8,,,user
616239129,2025-12-08T06:38:37,2025-12-08T06:43:37,buy,0.05,XAUUSDc,4217.503,4216.701,0,0,0,0,-4.01,,,user
616239208,2025-12-08T06:38:39,2025-12-08T06:43:37,sell,0.05,XAUUSDc,4217.09,4216.861,0,0,0,0,1.14,,,user
616252426,2025-12-08T06:41:30,2025-12-08T06:43:37,buy,0.07,XAUUSDc,4216.998,4216.701,0,0,0,0,-2.08,,,user
616254924,2025-12-08T06:42:22,2025-12-08T06:43:37,buy,0.1,XAUUSDc,4215.776,4216.701,0,0,0,0,9.25,,,user
616226611,2025-12-08T06:36:55,2025-12-08T06:38:35,buy,0.05,XAUUSDc,4217.264,4216.946,0,0,0,0,-1.59,,,user
616227502,2025-12-08T06:37:01,2025-12-08T06:38:35,sell,0.05,XAUUSDc,4217.028,4217.157,0,0,0,0,-0.65,,,user
616232656,2025-12-08T06:37:59,2025-12-08T06:38:35,buy,0.07,XAUUSDc,4216.262,4216.997,0,0,0,0,5.15,,,user
616177631,2025-12-08T06:24:38,2025-12-08T06:36:50,sell,0.05,XAUUSDc,4215.8330000000005,4217.276,0,0,0,0,-7.21,,,user
616176925,2025-12-08T06:24:39,2025-12-08T06:36:50,buy,0.05,XAUUSDc,4216.419,4217.116,0,0,0,0,3.48,,,user
616181159,2025-12-08T06:25:18,2025-12-08T06:36:49,sell,0.07,XAUUSDc,4216.458,4217.276,0,0,0,0,-5.72,,,user
616201739,2025-12-08T06:32:54,2025-12-08T06:36:49,sell,0.1,XAUUSDc,4217.607,4217.276,0,0,0,0,3.31,,,user
616216155,2025-12-08T06:34:26,2025-12-08T06:36:49,sell,0.13,XAUUSDc,4218.121,4217.276,0,0,0,0,10.98,,,user
616145427,2025-12-08T06:19:12,2025-12-08T06:24:30,buy,0.05,XAUUSDc,4215.062,4216.575,0,0,0,0,7.57,,,user
616145484,2025-12-08T06:19:14,2025-12-08T06:24:30,sell,0.05,XAUUSDc,4214.822,4216.735,0,0,0,0,-9.57,,,user
616162086,2025-12-08T06:23:19,2025-12-08T06:24:30,sell,0.07,XAUUSDc,4217.426,4216.735,0,0,0,0,4.83,,,user
616142849,2025-12-08T06:19:04,2025-12-08T06:19:09,sell,0.05,XAUUSDc,4214.976,4214.816,0,0,0,0,0.8,,,user
616084350,2025-12-08T06:08:05,2025-12-08T06:19:01,sell,0.05,XAUUSDc,4213.12,4215.508,0,0,0,0,-11.94,,,user
616080516,2025-12-08T06:08:05,2025-12-08T06:19:01,buy,0.05,XAUUSDc,4213.496,4215.348,0,0,0,0,9.26,,,user
616095860,2025-12-08T06:10:03,2025-12-08T06:19:01,sell,0.07,XAUUSDc,4214.042,4215.508,0,0,0,0,-10.27,,,user
616106933,2025-12-08T06:13:09,2025-12-08T06:19:00,sell,0.1,XAUUSDc,4215.775,4215.508,0,0,0,0,2.67,,,user
616131720,2025-12-08T06:17:20,2025-12-08T06:19:00,sell,0.13,XAUUSDc,4216.962,4215.534,0,0,0,0,18.57,,,user
615872989,2025-12-08T05:31:00,2025-12-08T06:07:55,buy,0.05,XAUUSDc,4208.724,4213.991,0,0,0,0,26.34,,,user
615873012,2025-12-08T05:30:55,2025-12-08T06:07:54,sell,0.05,XAUUSDc,4208.328,4214.104,0,0,0,0,-28.88,,,user
615877184,2025-12-08T05:31:12,2025-12-08T06:07:54,sell,0.07,XAUUSDc,4208.95,4214.32,0,0,0,0,-37.59,,,user
615884796,2025-12-08T05:31:55,2025-12-08T06:07:54,sell,0.1,XAUUSDc,4210.193,4214.43,0,0,0,0,-42.37,,,user
615893666,2025-12-08T05:32:34,2025-12-08T06:07:54,sell,0.13,XAUUSDc,4211.593,4214.333,0,0,0,0,-35.62,,,user
615903697,2025-12-08T05:33:05,2025-12-08T06:07:53,sell,0.16,XAUUSDc,4214.272,4214.369,0,0,0,0,-1.55,,,user
615931474,2025-12-08T05:35:36,2025-12-08T06:07:53,sell,0.2,XAUUSDc,4215.041,4214.369,0,0,0,0,13.44,,,user
616007496,2025-12-08T05:54:42,2025-12-08T06:07:53,sell,0.25,XAUUSDc,4215.666,4214.369,0,0,0,0,32.42,,,user
616026590,2025-12-08T06:00:29,2025-12-08T06:07:53,sell,0.31,XAUUSDc,4217.903,4214.413,0,0,0,0,108.19,,,user
615839127,2025-12-08T05:22:41,2025-12-08T05:30:53,sell,0.05,XAUUSDc,4208.533,4208.646,0,0,0,0,-0.56,,,user
615839033,2025-12-08T05:22:46,2025-12-08T05:30:53,buy,0.05,XAUUSDc,4209.099,4208.486,0,0,0,0,-3.07,,,user
615847699,2025-12-08T05:25:12,2025-12-08T05:30:53,buy,0.07,XAUUSDc,4207.584,4208.486,0,0,0,0,6.31,,,user
615837512,2025-12-08T05:22:36,2025-12-08T05:22:38,buy,0.05,XAUUSDc,4208.586,4208.67,0,0,0,0,0.42,,,user
615834909,2025-12-08T05:22:32,2025-12-08T05:22:33,buy,0.05,XAUUSDc,4208.152,4208.386,0,0,0,0,1.17,,,user
615833608,2025-12-08T05:22:27,2025-12-08T05:22:28,buy,0.05,XAUUSDc,4207.579,4207.842,0,0,0,0,1.31,,,user
615781862,2025-12-08T05:02:17,2025-12-08T05:22:22,sell,0.05,XAUUSDc,4208.74,4207.503,0,0,0,0,6.18,,,user
615781857,2025-12-08T05:02:19,2025-12-08T05:22:22,buy,0.05,XAUUSDc,4209.169,4207.343,0,0,0,0,-9.13,,,user
615793471,2025-12-08T05:09:52,2025-12-08T05:22:22,buy,0.07,XAUUSDc,4208.437,4207.455,0,0,0,0,-6.87,,,user
615809037,2025-12-08T05:21:25,2025-12-08T05:22:22,buy,0.1,XAUUSDc,4205.691,4207.455,0,0,0,0,17.64,,,user
615780318,2025-12-08T05:01:42,2025-12-08T05:02:11,sell,0.05,XAUUSDc,4209.38,4209.164,0,0,0,0,1.08,,,user
615712224,2025-12-08T04:36:10,2025-12-08T05:01:38,buy,0.05,XAUUSDc,4211.908,4209.4800000000005,0,0,0,0,-12.14,,,user
615712213,2025-12-08T04:36:17,2025-12-08T05:01:38,sell,0.05,XAUUSDc,4211.744,4209.64,0,0,0,0,10.52,,,user
615719936,2025-12-08T04:40:20,2025-12-08T05:01:38,buy,0.07,XAUUSDc,4211.452,4209.4800000000005,0,0,0,0,-13.8,,,user
615729801,2025-12-08T04:44:42,2025-12-08T05:01:38,buy,0.1,XAUUSDc,4210.87,4209.4800000000005,0,0,0,0,-13.9,,,user
615745294,2025-12-08T04:53:52,2025-12-08T05:01:38,buy,0.13,XAUUSDc,4209.859,4209.4800000000005,0,0,0,0,-4.93,,,user
615756414,2025-12-08T04:56:19,2025-12-08T05:01:38,buy,0.16,XAUUSDc,4208.709,4209.4800000000005,0,0,0,0,12.34,,,user
615764434,2025-12-08T04:57:43,2025-12-08T05:01:38,buy,0.2,XAUUSDc,4207.648,4209.455,0,0,0,0,36.14,,,user
615669050,2025-12-08T04:19:26,2025-12-08T04:36:05,sell,0.05,XAUUSDc,4209.812,4211.674,0,0,0,0,-9.31,,,user
615669003,2025-12-08T04:19:31,2025-12-08T04:36:05,buy,0.05,XAUUSDc,4210.048,4211.514,0,0,0,0,7.33,,,user
615691658,2025-12-08T04:33:18,2025-12-08T04:36:05,sell,0.07,XAUUSDc,4211.103,4211.577,0,0,0,0,-3.32,,,user
615702824,2025-12-08T04:34:55,2025-12-08T04:36:05,sell,0.1,XAUUSDc,4212.625,4211.577,0,0,0,0,10.48,,,user
615632268,2025-12-08T04:04:26,2025-12-08T04:19:23,buy,0.05,XAUUSDc,4209.029,4209.912,0,0,0,0,4.41,,,user
615632540,2025-12-08T04:04:26,2025-12-08T04:19:23,sell,0.05,XAUUSDc,4208.522,4210.026,0,0,0,0,-7.52,,,user
615636504,2025-12-08T04:06:39,2025-12-08T04:19:23,sell,0.07,XAUUSDc,4209.289,4210.026,0,0,0,0,-5.16,,,user
615653282,2025-12-08T04:15:45,2025-12-08T04:19:23,sell,0.1,XAUUSDc,4211.489,4210.026,0,0,0,0,14.63,,,user
615605535,2025-12-08T03:53:36,2025-12-08T04:04:19,buy,0.05,XAUUSDc,4208.295,4208.92,0,0,0,0,3.12,,,user
615605706,2025-12-08T03:53:50,2025-12-08T04:04:19,sell,0.05,XAUUSDc,4208.298,4209.08,0,0,0,0,-3.91,,,user
615610394,2025-12-08T03:56:24,2025-12-08T04:04:19,sell,0.07,XAUUSDc,4209.582,4209.08,0,0,0,0,3.51,,,user
615578150,2025-12-08T03:39:34,2025-12-08T03:53:34,buy,0.05,XAUUSDc,4209.073,4208.035,0,0,0,0,-5.19,,,user
615578161,2025-12-08T03:39:37,2025-12-08T03:53:34,sell,0.05,XAUUSDc,4208.874,4208.409,0,0,0,0,2.32,,,user
615586804,2025-12-08T03:45:17,2025-12-08T03:53:34,buy,0.07,XAUUSDc,4208.25,4208.249,0,0,0,0,-0.01,,,user
615599497,2025-12-08T03:51:42,2025-12-08T03:53:34,buy,0.1,XAUUSDc,4207.5689999999995,4208.249,0,0,0,0,6.8,,,user
615556273,2025-12-08T03:34:58,2025-12-08T03:39:30,buy,0.05,XAUUSDc,4210.527,4208.511,0,0,0,0,-10.08,,,user
615556283,2025-12-08T03:35:03,2025-12-08T03:39:30,sell,0.05,XAUUSDc,4210.419,4208.671,0,0,0,0,8.74,,,user
615559109,2025-12-08T03:35:50,2025-12-08T03:39:30,buy,0.07,XAUUSDc,4208.613,4208.511,0,0,0,0,-0.71,,,user
615573135,2025-12-08T03:38:20,2025-12-08T03:39:30,buy,0.1,XAUUSDc,4207.945,4208.511,0,0,0,0,5.66,,,user
615555769,2025-12-08T03:34:49,2025-12-08T03:34:56,buy,0.05,XAUUSDc,4210.143,4210.3240000000005,0,0,0,0,0.9,,,user
615547471,2025-12-08T03:33:08,2025-12-08T03:34:48,buy,0.05,XAUUSDc,4209.849,4209.535,0,0,0,0,-1.57,,,user
615548270,2025-12-08T03:33:09,2025-12-08T03:34:47,sell,0.05,XAUUSDc,4209.591,4209.772,0,0,0,0,-0.9,,,user
615550075,2025-12-08T03:34:15,2025-12-08T03:34:47,sell,0.07,XAUUSDc,4210.5160000000005,4209.772,0,0,0,0,5.21,,,user
615533760,2025-12-08T03:30:05,2025-12-08T03:33:04,buy,0.05,XAUUSDc,4210.209,4209.589,0,0,0,0,-3.1,,,user
615533818,2025-12-08T03:30:05,2025-12-08T03:33:04,sell,0.05,XAUUSDc,4209.949,4209.749,0,0,0,0,1,,,user
615540066,2025-12-08T03:31:39,2025-12-08T03:33:04,sell,0.07,XAUUSDc,4210.496,4209.749,0,0,0,0,5.23,,,user
615494303,2025-12-08T03:21:16,2025-12-08T03:29:55,buy,0.05,XAUUSDc,4211.526,4209.9710000000005,0,0,0,0,-7.77,,,user
615494316,2025-12-08T03:21:18,2025-12-08T03:29:55,sell,0.05,XAUUSDc,4211.268,4210.131,0,0,0,0,5.68,,,user
615501343,2025-12-08T03:22:33,2025-12-08T03:29:55,buy,0.07,XAUUSDc,4210.768,4209.9710000000005,0,0,0,0,-5.58,,,user
615515751,2025-12-08T03:27:40,2025-12-08T03:29:55,buy,0.1,XAUUSDc,4208.757,4209.9710000000005,0,0,0,0,12.14,,,user
615432229,2025-12-08T03:07:37,2025-12-08T03:21:07,buy,0.05,XAUUSDc,4209.507,4211.2660000000005,0,0,0,0,8.79,,,user
615433574,2025-12-08T03:07:50,2025-12-08T03:21:06,sell,0.05,XAUUSDc,4209.362,4211.426,0,0,0,0,-10.32,,,user
615460035,2025-12-08T03:15:54,2025-12-08T03:21:06,sell,0.07,XAUUSDc,4210.678,4211.426,0,0,0,0,-5.23,,,user
615470006,2025-12-08T03:18:05,2025-12-08T03:21:06,sell,0.1,XAUUSDc,4212.537,4211.458,0,0,0,0,10.79,,,user
615403927,2025-12-08T03:00:14,2025-12-08T03:07:31,sell,0.05,XAUUSDc,4208.066,4208.919,0,0,0,0,-4.27,,,user
615403051,2025-12-08T03:00:17,2025-12-08T03:07:31,buy,0.05,XAUUSDc,4208.646,4208.747,0,0,0,0,0.51,,,user
615416418,2025-12-08T03:04:14,2025-12-08T03:07:31,buy,0.07,XAUUSDc,4207.769,4208.705,0,0,0,0,6.56,,,user
615402363,2025-12-08T03:00:04,2025-12-08T03:00:09,sell,0.05,XAUUSDc,4209.137,4208.641,0,0,0,0,2.48,,,user
615382167,2025-12-08T02:56:54,2025-12-08T03:00:01,buy,0.05,XAUUSDc,4210.575,4209.237,0,0,0,0,-6.69,,,user
615382235,2025-12-08T02:57:04,2025-12-08T03:00:01,sell,0.05,XAUUSDc,4210.235,4209.397,0,0,0,0,4.19,,,user
615390519,2025-12-08T02:59:45,2025-12-08T03:00:01,buy,0.07,XAUUSDc,4208.301,4209.237,0,0,0,0,6.55,,,user
615324800,2025-12-08T02:45:15,2025-12-08T02:56:49,sell,0.05,XAUUSDc,4208.021,4210.495,0,0,0,0,-12.37,,,user
615324642,2025-12-08T02:45:17,2025-12-08T02:56:49,buy,0.05,XAUUSDc,4208.316,4210.309,0,0,0,0,9.97,,,user
615332962,2025-12-08T02:47:13,2025-12-08T02:56:49,sell,0.07,XAUUSDc,4208.951,4210.675,0,0,0,0,-12.07,,,user
615356112,2025-12-08T02:53:40,2025-12-08T02:56:48,sell,0.1,XAUUSDc,4210.375,4210.496,0,0,0,0,-1.21,,,user
615365413,2025-12-08T02:55:34,2025-12-08T02:56:48,sell,0.13,XAUUSDc,4211.143,4210.496,0,0,0,0,8.41,,,user
615379208,2025-12-08T02:56:35,2025-12-08T02:56:48,sell,0.16,XAUUSDc,4211.83,4210.496,0,0,0,0,21.34,,,user
615323307,2025-12-08T02:45:11,2025-12-08T02:45:14,buy,0.05,XAUUSDc,4207.853,4208.131,0,0,0,0,1.39,,,user
615322271,2025-12-08T02:45:04,2025-12-08T02:45:07,buy,0.05,XAUUSDc,4207.28,4207.501,0,0,0,0,1.11,,,user
615310116,2025-12-08T02:43:38,2025-12-08T02:45:02,sell,0.05,XAUUSDc,4206.325,4207.0689999999995,0,0,0,0,-3.72,,,user
615310056,2025-12-08T02:43:42,2025-12-08T02:45:02,buy,0.05,XAUUSDc,4206.441,4206.909,0,0,0,0,2.34,,,user
615315738,2025-12-08T02:44:16,2025-12-08T02:45:02,buy,0.07,XAUUSDc,4206.138,4206.966,0,0,0,0,5.79,,,user
615309624,2025-12-08T02:43:30,2025-12-08T02:43:33,buy,0.05,XAUUSDc,4206.859,4206.992,0,0,0,0,0.66,,,user
615284425,2025-12-08T02:39:49,2025-12-08T02:43:29,buy,0.05,XAUUSDc,4206.108,4206.576,0,0,0,0,2.34,,,user
615284604,2025-12-08T02:39:47,2025-12-08T02:43:28,sell,0.05,XAUUSDc,4205.979,4206.736,0,0,0,0,-3.78,,,user
615287997,2025-12-08T02:40:18,2025-12-08T02:43:28,sell,0.07,XAUUSDc,4207.082,4206.736,0,0,0,0,2.42,,,user
615293453,2025-12-08T02:40:43,2025-12-08T02:43:28,sell,0.1,XAUUSDc,4207.731,4206.738,0,0,0,0,9.93,,,user
615276973,2025-12-08T02:38:43,2025-12-08T02:39:42,sell,0.05,XAUUSDc,4206.084,4206.379,0,0,0,0,-1.48,,,user
615276915,2025-12-08T02:38:50,2025-12-08T02:39:42,buy,0.05,XAUUSDc,4206.244,4206.219,0,0,0,0,-0.12,,,user
615281600,2025-12-08T02:39:34,2025-12-08T02:39:42,buy,0.07,XAUUSDc,4205.613,4206.219,0,0,0,0,4.24,,,user
615267579,2025-12-08T02:37:24,2025-12-08T02:38:41,buy,0.05,XAUUSDc,4206.395,4206.184,0,0,0,0,-1.06,,,user
615268306,2025-12-08T02:37:24,2025-12-08T02:38:41,sell,0.05,XAUUSDc,4206.106,4206.344,0,0,0,0,-1.19,,,user
615271596,2025-12-08T02:38:11,2025-12-08T02:38:41,sell,0.07,XAUUSDc,4207.211,4206.344,0,0,0,0,6.07,,,user
